"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX5235933","data/fastq/SRX5235933_SRR8427948_1.fastq.gz","data/fastq/SRX5235933_SRR8427948_2.fastq.gz","SRR8427948","SRX5235933","SAMN10722492","SRS4238590","PRJNA510445","SRP173922","SRA832684","B352-M03","B352-M03","B352-M03","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B352-M03","Illumina HiSeq 2500","ILLUMINA","1193052037","6554898","408170","human gut metagenome","B352-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","ce70c0bb71df42fef9324089674693bb;4b269005ec2d9ef8cf2e0d49e2e44ddd","506627094;521192884","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427948/SRR8427948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427948/SRR8427948_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427948/SRR8427948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427948/SRR8427948_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8427948/SRR8427948_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8427948/SRR8427948_2.fastq.gz"
"SRX5235934","data/fastq/SRX5235934_SRR8427949_1.fastq.gz","data/fastq/SRX5235934_SRR8427949_2.fastq.gz","SRR8427949","SRX5235934","SAMN10722493","SRS4238591","PRJNA510445","SRP173922","SRA832684","B349-M02","B349-M02","B349-M02","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B349-M02","Illumina HiSeq 2500","ILLUMINA","1687961935","9236342","408170","human gut metagenome","B349-M02","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","54db494dda66e6668c7c98bdef9ce7b3;847f3215a5e122ef1dab4ff8003c9217","719851832;738893547","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427949/SRR8427949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427949/SRR8427949_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427949/SRR8427949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427949/SRR8427949_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/009/SRR8427949/SRR8427949_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/009/SRR8427949/SRR8427949_2.fastq.gz"
"SRX5235935","data/fastq/SRX5235935_SRR8427950_1.fastq.gz","data/fastq/SRX5235935_SRR8427950_2.fastq.gz","SRR8427950","SRX5235935","SAMN10722494","SRS4238592","PRJNA510445","SRP173922","SRA832684","B226-M03","B226-M03","B226-M03","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B226-M03","Illumina HiSeq 2500","ILLUMINA","1309440986","7183052","408170","human gut metagenome","B226-M03","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","c5f86fa34cb0dc24669e89f13999c2dc;987229c019f38cdd785bc86bb93e9a6b","562403493;570285871","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427950/SRR8427950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427950/SRR8427950_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427950/SRR8427950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427950/SRR8427950_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/000/SRR8427950/SRR8427950_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/000/SRR8427950/SRR8427950_2.fastq.gz"
"SRX5235936","data/fastq/SRX5235936_SRR8427951_1.fastq.gz","data/fastq/SRX5235936_SRR8427951_2.fastq.gz","SRR8427951","SRX5235936","SAMN10722495","SRS4238593","PRJNA510445","SRP173922","SRA832684","B402-M10","B402-M10","B402-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B402-M10","Illumina HiSeq 2500","ILLUMINA","1959529371","10712570","408170","human gut metagenome","B402-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","601cce05e3d4760938cd8505abc56deb;e846797f640562cf988f7fa83601e6d2","846121670;860204319","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427951/SRR8427951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427951/SRR8427951_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427951/SRR8427951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427951/SRR8427951_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8427951/SRR8427951_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8427951/SRR8427951_2.fastq.gz"
"SRX5235937","data/fastq/SRX5235937_SRR8427952_1.fastq.gz","data/fastq/SRX5235937_SRR8427952_2.fastq.gz","SRR8427952","SRX5235937","SAMN10722496","SRS4238594","PRJNA510445","SRP173922","SRA832684","B066-M10","B066-M10","B066-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B066-M10","Illumina HiSeq 2500","ILLUMINA","4321200433","23486220","408170","human gut metagenome","B066-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","b7ae03b35261010c0efa0c1aa5a21126;01829bbd7df6e9d1dc6182a975708413","1818793522;1818356158","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427952/SRR8427952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427952/SRR8427952_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427952/SRR8427952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427952/SRR8427952_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8427952/SRR8427952_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8427952/SRR8427952_2.fastq.gz"
"SRX5235938","data/fastq/SRX5235938_SRR8427953_1.fastq.gz","data/fastq/SRX5235938_SRR8427953_2.fastq.gz","SRR8427953","SRX5235938","SAMN10722497","SRS4238595","PRJNA510445","SRP173922","SRA832684","B422-M08","B422-M08","B422-M08","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B422-M08","Illumina HiSeq 2500","ILLUMINA","2661887585","14617737","408170","human gut metagenome","B422-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012-2014","f7702c37248f20e62d3f656a182d3494;3587c3ca02e966f21caac8f69868f213","1147041906;1177155440","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427953/SRR8427953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427953/SRR8427953_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427953/SRR8427953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427953/SRR8427953_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8427953/SRR8427953_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8427953/SRR8427953_2.fastq.gz"
"SRX5235939","data/fastq/SRX5235939_SRR8427954_1.fastq.gz","data/fastq/SRX5235939_SRR8427954_2.fastq.gz","SRR8427954","SRX5235939","SAMN10722498","SRS4238596","PRJNA510445","SRP173922","SRA832684","B321-M12","B321-M12","B321-M12","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B321-M12","Illumina HiSeq 2500","ILLUMINA","2306306613","12679199","408170","human gut metagenome","B321-M12","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2015","9d65ecd00cbcfc356eefe630ec05d241;71d6564b6161ab0509f0b730a78e1225","993029829;1026706076","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427954/SRR8427954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427954/SRR8427954_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427954/SRR8427954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427954/SRR8427954_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8427954/SRR8427954_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8427954/SRR8427954_2.fastq.gz"
"SRX5235940","data/fastq/SRX5235940_SRR8427955_1.fastq.gz","data/fastq/SRX5235940_SRR8427955_2.fastq.gz","SRR8427955","SRX5235940","SAMN10722499","SRS4238597","PRJNA510445","SRP173922","SRA832684","B402-M04","B402-M04","B402-M04","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B402-M04","Illumina HiSeq 2500","ILLUMINA","2008411656","10991255","408170","human gut metagenome","B402-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","22b27d6255497396d848dc8362ea4697;c0f9eee971dda0c781d885e5d4359c18","864644701;881656617","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427955/SRR8427955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427955/SRR8427955_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427955/SRR8427955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427955/SRR8427955_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8427955/SRR8427955_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8427955/SRR8427955_2.fastq.gz"
"SRX5235941","data/fastq/SRX5235941_SRR8427956_1.fastq.gz","data/fastq/SRX5235941_SRR8427956_2.fastq.gz","SRR8427956","SRX5235941","SAMN10722500","SRS4238598","PRJNA510445","SRP173922","SRA832684","B352-M05","B352-M05","B352-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B352-M05","Illumina HiSeq 2500","ILLUMINA","1330365061","7309059","408170","human gut metagenome","B352-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","a396bbe7854608cdc244b730334331f7;379355d216284e434e5ad560dfc2d009","569331974;588669140","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427956/SRR8427956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427956/SRR8427956_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427956/SRR8427956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427956/SRR8427956_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8427956/SRR8427956_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8427956/SRR8427956_2.fastq.gz"
"SRX5235942","data/fastq/SRX5235942_SRR8427957_1.fastq.gz","data/fastq/SRX5235942_SRR8427957_2.fastq.gz","SRR8427957","SRX5235942","SAMN10722501","SRS4238599","PRJNA510445","SRP173922","SRA832684","B321-M10","B321-M10","B321-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B321-M10","Illumina HiSeq 2500","ILLUMINA","1908477155","10446170","408170","human gut metagenome","B321-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","f75df343e28902b7a5a68b8c91edbf9e;1247bd25f0c0dfd183589af01db2f92d","819315594;831745459","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427957/SRR8427957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427957/SRR8427957_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427957/SRR8427957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427957/SRR8427957_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8427957/SRR8427957_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8427957/SRR8427957_2.fastq.gz"
"SRX5235943","data/fastq/SRX5235943_SRR8427958_1.fastq.gz","data/fastq/SRX5235943_SRR8427958_2.fastq.gz","SRR8427958","SRX5235943","SAMN10722502","SRS4238600","PRJNA510445","SRP173922","SRA832684","B343-M04","B343-M04","B343-M04","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B343-M04","Illumina HiSeq 2500","ILLUMINA","944039911","5174845","408170","human gut metagenome","B343-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012","c94a12e865b009d846a857c573db0209;2e56df39d3e9446b79eabe3cd9dc935f","413275723;418892267","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427958/SRR8427958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427958/SRR8427958_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427958/SRR8427958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/008/SRR8427958/SRR8427958_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8427958/SRR8427958_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/008/SRR8427958/SRR8427958_2.fastq.gz"
"SRX5235944","data/fastq/SRX5235944_SRR8427959_1.fastq.gz","data/fastq/SRX5235944_SRR8427959_2.fastq.gz","SRR8427959","SRX5235944","SAMN10722503","SRS4238601","PRJNA510445","SRP173922","SRA832684","B321-M08","B321-M08","B321-M08","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B321-M08","Illumina HiSeq 2500","ILLUMINA","1687286689","9314611","408170","human gut metagenome","B321-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","7f38a5a0879764843697783f691147a6;db9ac5e8b07cbed9bdd0cd387d28a2b9","729862844;748311339","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427959/SRR8427959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427959/SRR8427959_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427959/SRR8427959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/009/SRR8427959/SRR8427959_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/009/SRR8427959/SRR8427959_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/009/SRR8427959/SRR8427959_2.fastq.gz"
"SRX5235945","data/fastq/SRX5235945_SRR8427960_1.fastq.gz","data/fastq/SRX5235945_SRR8427960_2.fastq.gz","SRR8427960","SRX5235945","SAMN10722504","SRS4238602","PRJNA510445","SRP173922","SRA832684","B403-M06","B403-M06","B403-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B403-M06","Illumina HiSeq 2500","ILLUMINA","2782837604","15180782","408170","human gut metagenome","B403-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","2589489dfc86c338a177e841b64aaadd;06bbf8e3b9faff56b6cc391437b0b1d9","1196990206;1218546268","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427960/SRR8427960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427960/SRR8427960_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427960/SRR8427960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/000/SRR8427960/SRR8427960_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/000/SRR8427960/SRR8427960_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/000/SRR8427960/SRR8427960_2.fastq.gz"
"SRX5235946","data/fastq/SRX5235946_SRR8427961_1.fastq.gz","data/fastq/SRX5235946_SRR8427961_2.fastq.gz","SRR8427961","SRX5235946","SAMN10722505","SRS4238603","PRJNA510445","SRP173922","SRA832684","B341-M08","B341-M08","B341-M08","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B341-M08","Illumina HiSeq 2500","ILLUMINA","1507729040","8229462","408170","human gut metagenome","B341-M08","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","428728d3a989ad68ee5df099cdab47b1;219d2986937012c5c405322fcf7b1044","658003191;659941642","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427961/SRR8427961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427961/SRR8427961_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427961/SRR8427961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/001/SRR8427961/SRR8427961_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8427961/SRR8427961_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/001/SRR8427961/SRR8427961_2.fastq.gz"
"SRX5235947","data/fastq/SRX5235947_SRR8427962_1.fastq.gz","data/fastq/SRX5235947_SRR8427962_2.fastq.gz","SRR8427962","SRX5235947","SAMN10722506","SRS4238604","PRJNA510445","SRP173922","SRA832684","B422-M10","B422-M10","B422-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B422-M10","Illumina HiSeq 2500","ILLUMINA","4979760550","27411846","408170","human gut metagenome","B422-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2012-2014","23026b14a515866cdf9c459960cac792;1f947c20e7a59c1a7230dc252016f49a","2196367558;2209784055","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427962/SRR8427962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427962/SRR8427962_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427962/SRR8427962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/002/SRR8427962/SRR8427962_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8427962/SRR8427962_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/002/SRR8427962/SRR8427962_2.fastq.gz"
"SRX5235948","data/fastq/SRX5235948_SRR8427963_1.fastq.gz","data/fastq/SRX5235948_SRR8427963_2.fastq.gz","SRR8427963","SRX5235948","SAMN10722507","SRS4238605","PRJNA510445","SRP173922","SRA832684","B702-M06","B702-M06","B702-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B702-M06","Illumina HiSeq 2500","ILLUMINA","1365039853","7425086","408170","human gut metagenome","B702-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","24e379eea8246592d16744507eb23c11;6c708f551b56f0e1314190b88e289e9f","587826803;598097552","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427963/SRR8427963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427963/SRR8427963_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427963/SRR8427963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/003/SRR8427963/SRR8427963_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8427963/SRR8427963_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/003/SRR8427963/SRR8427963_2.fastq.gz"
"SRX5235949","data/fastq/SRX5235949_SRR8427964_1.fastq.gz","data/fastq/SRX5235949_SRR8427964_2.fastq.gz","SRR8427964","SRX5235949","SAMN10722508","SRS4238606","PRJNA510445","SRP173922","SRA832684","B327-M06","B327-M06","B327-M06","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B327-M06","Illumina HiSeq 2500","ILLUMINA","3256372599","17942470","408170","human gut metagenome","B327-M06","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","ef9325d63585690e9797b8c65c5421b7;221a84ae94d3a284f0b37cf181c8e156","1426060582;1450607316","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427964/SRR8427964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427964/SRR8427964_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427964/SRR8427964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/004/SRR8427964/SRR8427964_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8427964/SRR8427964_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/004/SRR8427964/SRR8427964_2.fastq.gz"
"SRX5235950","data/fastq/SRX5235950_SRR8427965_1.fastq.gz","data/fastq/SRX5235950_SRR8427965_2.fastq.gz","SRR8427965","SRX5235950","SAMN10722509","SRS4238607","PRJNA510445","SRP173922","SRA832684","B349-M10","B349-M10","B349-M10","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B349-M10","Illumina HiSeq 2500","ILLUMINA","1019796309","5608994","408170","human gut metagenome","B349-M10","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","6b359c3c0095a70626ba2a60c1dbc1be;b21f035615f69dc6915e52de2c7787a1","441681030;453592648","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427965/SRR8427965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427965/SRR8427965_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427965/SRR8427965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/005/SRR8427965/SRR8427965_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8427965/SRR8427965_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/005/SRR8427965/SRR8427965_2.fastq.gz"
"SRX5235951","data/fastq/SRX5235951_SRR8427966_1.fastq.gz","data/fastq/SRX5235951_SRR8427966_2.fastq.gz","SRR8427966","SRX5235951","SAMN10722510","SRS4238608","PRJNA510445","SRP173922","SRA832684","B426-M04","B426-M04","B426-M04","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B426-M04","Illumina HiSeq 2500","ILLUMINA","2472091574","13459494","408170","human gut metagenome","B426-M04","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2013","0a8bf4f50c6a544ddf3d80f04df1be95;977a6066829cce070a026c73277ecb0d","1070150453;1080953987","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427966/SRR8427966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427966/SRR8427966_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427966/SRR8427966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/006/SRR8427966/SRR8427966_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8427966/SRR8427966_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/006/SRR8427966/SRR8427966_2.fastq.gz"
"SRX5235952","data/fastq/SRX5235952_SRR8427967_1.fastq.gz","data/fastq/SRX5235952_SRR8427967_2.fastq.gz","SRR8427967","SRX5235952","SAMN10722511","SRS4238609","PRJNA510445","SRP173922","SRA832684","B341-M05","B341-M05","B341-M05","PRJNA510445","PAIRED","RANDOM","METAGENOMIC","WGS","B341-M05","Illumina HiSeq 2500","ILLUMINA","2155125425","11809855","408170","human gut metagenome","B341-M05","Illumina HiSeq 2500 paired end sequencing: UWMLBonussub2","The relationship of fecal microbiomes and nutritional status in cystic fibrosis","Collection Country: USA Collection Year: 2014","934bff39832101a56494ab0d2b36a374;34ac8b162413ad2d479903e774e48e0d","939791521;957920966","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427967/SRR8427967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427967/SRR8427967_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427967/SRR8427967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR842/007/SRR8427967/SRR8427967_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8427967/SRR8427967_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR842/007/SRR8427967/SRR8427967_2.fastq.gz"
