sample,run_accession,instrument_platform,fastq_1,fastq_2
3112718,3112718,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78620_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78620_R2.fastq.gz
3112717,3112717,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78621_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78621_R2.fastq.gz
3113252,3113252,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78581_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78581_R2.fastq.gz
3112787,3112787,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78610_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78610_R2.fastq.gz
3112790,3112790,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78609_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78609_R2.fastq.gz
3108332,3108332,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45226_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45226_R2.fastq.gz
3108330,3108330,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45238_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45238_R2.fastq.gz
3114542,3114542,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45253_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45253_R2.fastq.gz
3114545,3114545,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45254_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G45254_R2.fastq.gz
3112665,3112665,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78622_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78622_R2.fastq.gz
3107313,3107313,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80611_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80611_R2.fastq.gz
3108338,3108338,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78913_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78913_R2.fastq.gz
3108337,3108337,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78912_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78912_R2.fastq.gz
3112847,3112847,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78607_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78607_R2.fastq.gz
3107830,3107830,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80501_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80501_R2.fastq.gz
3112836,3112836,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78683_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78683_R2.fastq.gz
3108822,3108822,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78611_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78611_R2.fastq.gz
3107499,3107499,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80468_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80468_R2.fastq.gz
3108426,3108426,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80444_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80444_R2.fastq.gz
3116030,3116030,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80319_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80319_R2.fastq.gz
3116023,3116023,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80274_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80274_R2.fastq.gz
3114895,3114895,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78525_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78525_R2.fastq.gz
3114898,3114898,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78524_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78524_R2.fastq.gz
3114959,3114959,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80427_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80427_R2.fastq.gz
3114956,3114956,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78656_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78656_R2.fastq.gz
3112810,3112810,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78608_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78608_R2.fastq.gz
3108889,3108889,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78651_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78651_R2.fastq.gz
3112809,3112809,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78606_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78606_R2.fastq.gz
3111992,3111992,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78589_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78589_R2.fastq.gz
3108108,3108108,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78686_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78686_R2.fastq.gz
3115156,3115156,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80266_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80266_R2.fastq.gz
3116119,3116119,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78854_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78854_R2.fastq.gz
3111938,3111938,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78585_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78585_R2.fastq.gz
3108893,3108893,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78652_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78652_R2.fastq.gz
3112980,3112980,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78626_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78626_R2.fastq.gz
3115167,3115167,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80151_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80151_R2.fastq.gz
3107679,3107679,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79048_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79048_R2.fastq.gz
3112158,3112158,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78953_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78953_R2.fastq.gz
3107891,3107891,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69168_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69168_R2.fastq.gz
3115262,3115262,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78884_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78884_R2.fastq.gz
3115259,3115259,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69230_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69230_R2.fastq.gz
3113000,3113000,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69179_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69179_R2.fastq.gz
3115263,3115263,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69231_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69231_R2.fastq.gz
3107791,3107791,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80563_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80563_R2.fastq.gz
3112300,3112300,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78836_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78836_R2.fastq.gz
3112298,3112298,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78837_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78837_R2.fastq.gz
3116164,3116164,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78494_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78494_R2.fastq.gz
3108545,3108545,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78716_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78716_R2.fastq.gz
3112225,3112225,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78910_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78910_R2.fastq.gz
3112129,3112129,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78776_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78776_R2.fastq.gz
3116173,3116173,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80448_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80448_R2.fastq.gz
3108441,3108441,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78633_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78633_R2.fastq.gz
3112471,3112471,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78979_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78979_R2.fastq.gz
3113402,3113402,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78947_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78947_R2.fastq.gz
3115112,3115112,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78943_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78943_R2.fastq.gz
3116124,3116124,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79026_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G79026_R2.fastq.gz
3100128,3100128,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80577_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80577_R2.fastq.gz
3100290,3100290,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69157_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69157_R2.fastq.gz
3104008,3104008,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80363_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80363_R2.fastq.gz
3100289,3100289,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78547_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78547_R2.fastq.gz
3104010,3104010,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69204_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69204_R2.fastq.gz
3100286,3100286,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80624_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80624_R2.fastq.gz
3104028,3104028,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80293_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80293_R2.fastq.gz
3100323,3100323,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78841_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78841_R2.fastq.gz
3100081,3100081,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78784_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78784_R2.fastq.gz
3100079,3100079,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78783_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78783_R2.fastq.gz
3100164,3100164,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78897_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78897_R2.fastq.gz
3100084,3100084,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78658_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78658_R2.fastq.gz
3100082,3100082,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78903_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78903_R2.fastq.gz
3100132,3100132,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78757_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78757_R2.fastq.gz
3100255,3100255,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78867_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78867_R2.fastq.gz
3100254,3100254,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78866_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78866_R2.fastq.gz
3100253,3100253,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78865_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78865_R2.fastq.gz
3100328,3100328,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78545_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78545_R2.fastq.gz
3100330,3100330,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78541_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78541_R2.fastq.gz
3104052,3104052,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69236_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69236_R2.fastq.gz
3100142,3100142,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80478_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80478_R2.fastq.gz
3100170,3100170,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78564_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78564_R2.fastq.gz
3100078,3100078,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78782_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78782_R2.fastq.gz
3100346,3100346,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80304_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80304_R2.fastq.gz
3100332,3100332,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80299_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80299_R2.fastq.gz
3100455,3100455,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80405_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80405_R2.fastq.gz
3104065,3104065,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80357_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80357_R2.fastq.gz
3104064,3104064,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80410_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80410_R2.fastq.gz
3100095,3100095,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80470_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80470_R2.fastq.gz
3100171,3100171,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78562_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78562_R2.fastq.gz
3100096,3100096,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78780_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78780_R2.fastq.gz
3100173,3100173,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69161_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69161_R2.fastq.gz
3100174,3100174,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69162_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69162_R2.fastq.gz
3100175,3100175,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69163_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69163_R2.fastq.gz
3100186,3100186,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80595_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80595_R2.fastq.gz
3104080,3104080,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78551_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78551_R2.fastq.gz
3100357,3100357,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78881_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78881_R2.fastq.gz
3100104,3100104,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78765_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78765_R2.fastq.gz
3100358,3100358,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78882_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78882_R2.fastq.gz
3100359,3100359,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78883_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78883_R2.fastq.gz
3100105,3100105,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78766_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78766_R2.fastq.gz
3104081,3104081,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78552_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78552_R2.fastq.gz
3104082,3104082,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80370_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80370_R2.fastq.gz
3100176,3100176,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78563_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78563_R2.fastq.gz
3100124,3100124,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80494_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80494_R2.fastq.gz
3100319,3100319,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80557_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80557_R2.fastq.gz
3104044,3104044,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80441_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80441_R2.fastq.gz
3100321,3100321,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78543_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78543_R2.fastq.gz
3104045,3104045,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80449_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80449_R2.fastq.gz
3100320,3100320,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78542_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78542_R2.fastq.gz
3104043,3104043,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80415_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80415_R2.fastq.gz
3100109,3100109,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80583_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80583_R2.fastq.gz
3100217,3100217,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78696_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78696_R2.fastq.gz
3100218,3100218,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78697_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78697_R2.fastq.gz
3100393,3100393,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80417_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80417_R2.fastq.gz
3100206,3100206,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69209_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69209_R2.fastq.gz
3100204,3100204,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78778_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78778_R2.fastq.gz
3100091,3100091,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69210_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69210_R2.fastq.gz
3100366,3100366,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80462_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80462_R2.fastq.gz
3104119,3104119,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80418_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80418_R2.fastq.gz
3104306,3104306,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80486_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80486_R2.fastq.gz
3100242,3100242,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80300_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80300_R2.fastq.gz
3100470,3100470,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80358_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80358_R2.fastq.gz
3104322,3104322,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78500_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78500_R2.fastq.gz
3104216,3104216,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78636_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78636_R2.fastq.gz
3100115,3100115,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78660_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78660_R2.fastq.gz
3100232,3100232,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80158_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80158_R2.fastq.gz
3100360,3100360,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80434_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80434_R2.fastq.gz
3100396,3100396,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78890_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78890_R2.fastq.gz
3100093,3100093,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78901_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78901_R2.fastq.gz
3100398,3100398,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78891_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78891_R2.fastq.gz
3100362,3100362,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78727_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78727_R2.fastq.gz
3104090,3104090,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78538_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78538_R2.fastq.gz
3104088,3104088,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80388_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80388_R2.fastq.gz
3104340,3104340,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80329_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80329_R2.fastq.gz
3104199,3104199,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78634_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78634_R2.fastq.gz
3100152,3100152,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78817_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78817_R2.fastq.gz
3100075,3100075,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78899_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78899_R2.fastq.gz
3104202,3104202,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78635_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78635_R2.fastq.gz
3100429,3100429,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80308_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80308_R2.fastq.gz
3100223,3100223,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78701_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78701_R2.fastq.gz
3100428,3100428,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78750_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G78750_R2.fastq.gz
3104146,3104146,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69159_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69159_R2.fastq.gz
3104144,3104144,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69160_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G69160_R2.fastq.gz
3100261,3100261,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80394_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80394_R2.fastq.gz
3104095,3104095,ILLUMINA,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80344_R1.fastq.gz,https://diabimmune.broadinstitute.org/diabimmune/data/20/G80344_R2.fastq.gz
